words@ais2006f	00:24:15.002	00:24:15.522	нуу
words@ais2006f	00:24:16.622	00:24:16.855	час
words@ais2006f	00:24:16.855	00:24:17.458	двадцать
words@ais2006f	00:24:17.458	00:24:17.580	/
words@ais2006f	00:24:17.580	00:24:18.052	наверно
words@ais2006f	00:24:18.052	00:24:18.255	есть
words@ais2006f	00:24:18.255	00:24:18.452	два
words@ais2006f	00:24:18.452	00:24:19.002	варианта
words@ais2006f	00:24:20.011	00:24:20.682	каак
words@ais2006f	00:24:20.682	00:24:21.354	ехать
words@ais2006f	00:24:21.999	00:24:22.311	первый
words@ais2006f	00:24:22.311	00:24:22.744	вариант
words@ais2006f	00:24:22.744	00:24:23.047	менее
words@ais2006f	00:24:23.047	00:24:24.112	предпочтительный
words@ais2006f	00:24:24.347	00:24:25.102	предпочтительный
words@ais2006f	00:24:25.102	00:24:25.277	на
words@ais2006f	00:24:25.277	00:24:25.654	метро
words@ais2006f	00:24:27.702	00:24:28.047	эээ
words@ais2006f	00:24:28.951	00:24:29.313	я
words@ais2006f	00:24:29.313	00:24:29.602	живу
words@ais2006f	00:24:29.602	00:24:29.775	в
words@ais2006f	00:24:29.775	00:24:30.551	области
words@ais2006f	00:24:30.551	00:24:30.952	поэтому
words@ais2006f	00:24:30.952	00:24:31.133	мне
words@ais2006f	00:24:31.133	00:24:31.380	надо
words@ais2006f	00:24:31.380	00:24:31.755	ехать
words@ais2006f	00:24:31.755	00:24:31.902	до
words@ais2006f	00:24:31.902	00:24:32.302	метро
words@ais2006f	00:24:33.449	00:24:33.849	иии
words@ais2006f	00:24:34.052	00:24:34.252	ну
words@ais2006f	00:24:34.252	00:24:34.350	/
words@ais2006f	00:24:34.350	00:24:34.627	утром
words@ais2006f	00:24:34.627	00:24:34.769	там
words@ais2006f	00:24:34.769	00:24:34.991	может
words@ais2006f	00:24:34.991	00:24:35.197	быть
words@ais2006f	00:24:35.197	00:24:35.697	очередь
words@ais2006f	00:24:35.697	00:24:35.805	на
words@ais2006f	00:24:35.805	00:24:36.302	автобус
words@ais2006f	00:24:36.402	00:24:36.705	плюс
words@ais2006f	00:24:36.705	00:24:37.105	пробки
words@ais2006f	00:24:37.105	00:24:37.355	на
words@ais2006f	00:24:37.355	00:24:38.006	выезде
words@ais2006f	00:24:39.102	00:24:39.999	проблематично
words@ais2006f	00:24:39.999	00:24:40.063	и
words@ais2006f	00:24:40.063	00:24:40.299	это
words@ais2006f	00:24:40.299	00:24:40.577	много
words@ais2006f	00:24:40.577	00:24:40.894	времени
words@ais2006f	00:24:40.894	00:24:41.221	занимает
words@ais2006f	00:24:41.221	00:24:41.380	плюс
words@ais2006f	00:24:41.380	00:24:41.580	эти
words@ais2006f	00:24:41.580	00:24:42.063	автобусы
words@ais2006f	00:24:42.063	00:24:42.380	полные
words@ais2006f	00:24:42.380	00:24:42.555	не
words@ais2006f	00:24:42.555	00:24:42.855	очень
words@ais2006f	00:24:42.855	00:24:43.302	здорово
words@ais2006f	00:24:44.449	00:24:44.605	до
words@ais2006f	00:24:44.605	00:24:45.133	Щёлковской
words@ais2006f	00:24:45.133	00:24:45.749	автобус
words@ais2006f	00:24:45.820	00:24:45.932	из
words@ais2006f	00:24:45.932	00:24:46.501	Щёлковской
words@ais2006f	00:24:46.501	00:24:46.655	я
words@ais2006f	00:24:46.655	00:24:46.883	еду
words@ais2006f	00:24:46.883	00:24:47.036	до
words@ais2006f	00:24:47.036	00:24:47.749	Бауманской
words@ais2006f	00:24:48.349	00:24:48.505	от
words@ais2006f	00:24:48.505	00:24:48.899	Бауманской
words@ais2006f	00:24:48.899	00:24:49.002	и
words@ais2006f	00:24:49.002	00:24:49.255	Курской
words@ais2006f	00:24:49.255	00:24:49.452	идти
words@ais2006f	00:24:49.452	00:24:50.036	приблизительно
words@ais2006f	00:24:50.036	00:24:50.555	одинаково
words@ais2006f	00:24:50.799	00:24:50.952	но
words@ais2006f	00:24:50.952	00:24:51.383	Бауманская
words@ais2006f	00:24:51.383	00:24:51.561	мне
words@ais2006f	00:24:51.561	00:24:51.852	ближе
words@ais2006f	00:24:51.852	00:24:52.352	просто
words@ais2006f	00:24:53.099	00:24:53.180	и
words@ais2006f	00:24:53.180	00:24:53.399	если
words@ais2006f	00:24:53.399	00:24:53.552	я
words@ais2006f	00:24:53.552	00:24:53.997	опаздываю
words@ais2006f	00:24:53.997	00:24:54.206	ещё
words@ais2006f	00:24:54.952	00:24:55.125	еду
words@ais2006f	00:24:55.125	00:24:55.255	от
words@ais2006f	00:24:55.255	00:24:55.558	Бауманской
words@ais2006f	00:24:55.558	00:24:55.683	на
words@ais2006f	00:24:55.683	00:24:56.062	автобусе
words@ais2006f	00:24:56.062	00:24:56.177	но
words@ais2006f	00:24:56.177	00:24:56.275	это
words@ais2006f	00:24:56.275	00:24:56.452	если
words@ais2006f	00:24:56.452	00:24:56.654	прямо
words@ais2006f	00:24:56.654	00:24:57.152	опаздываю
words@ais2006f	00:24:57.152	00:24:57.206	/
words@ais2006f	00:24:57.206	00:24:57.404	вообще
words@ais2006f	00:24:57.404	00:24:57.475	не
words@ais2006f	00:24:57.475	00:24:58.005	успеваю
words@ais2006f	00:24:58.149	00:24:58.402	пять
words@ais2006f	00:24:58.402	00:24:58.687	минут
words@ais2006f	00:24:58.687	00:24:59.205	осталось
words@ais2006f	00:25:01.298	00:25:01.529	ну
words@ais2006f	00:25:01.529	00:25:01.604	/
words@ais2006f	00:25:01.604	00:25:01.862	этот
words@ais2006f	00:25:01.862	00:25:02.206	способ
words@ais2006f	00:25:02.206	00:25:02.419	мне
words@ais2006f	00:25:02.419	00:25:02.500	не
words@ais2006f	00:25:02.500	00:25:02.627	очень
words@ais2006f	00:25:02.627	00:25:03.152	нравится
words@ais2006f	00:25:03.346	00:25:03.781	обратно
words@ais2006f	00:25:03.781	00:25:03.868	я
words@ais2006f	00:25:03.868	00:25:04.106	могу
words@ais2006f	00:25:04.106	00:25:04.408	#нрзб#
words@ais2006f	00:25:04.555	00:25:04.721	так
words@ais2006f	00:25:04.721	00:25:05.140	ехать
words@ais2006f	00:25:05.140	00:25:05.255	ну
words@ais2006f	00:25:05.255	00:25:05.555	тоже
words@ais2006f	00:25:06.002	00:25:06.353	если
words@ais2006f	00:25:06.353	00:25:06.851	электрички
words@ais2006f	00:25:06.851	00:25:07.102	нет
words@ais2006f	00:25:07.952	00:25:08.046	а
words@ais2006f	00:25:08.046	00:25:08.665	электричка
words@ais2006f	00:25:08.665	00:25:09.334	расположена
words@ais2006f	00:25:09.334	00:25:09.775	достаточно
words@ais2006f	00:25:09.775	00:25:10.062	далеко
words@ais2006f	00:25:10.062	00:25:10.202	от
words@ais2006f	00:25:10.202	00:25:10.548	моего
words@ais2006f	00:25:10.548	00:25:10.854	дома
words@ais2006f	00:25:11.505	00:25:11.975	поэтому
words@ais2006f	00:25:11.975	00:25:12.108	я
words@ais2006f	00:25:12.108	00:25:12.352	вечно
words@ais2006f	00:25:12.352	00:25:12.479	на
words@ais2006f	00:25:12.479	00:25:12.752	неё
words@ais2006f	00:25:13.221	00:25:13.504	боюсь
words@ais2006f	00:25:13.504	00:25:14.080	опоздать
words@ais2006f	00:25:14.083	00:25:14.152	и
words@ais2006f	00:25:14.152	00:25:14.252	мне
words@ais2006f	00:25:14.252	00:25:14.554	приходится
words@ais2006f	00:25:14.554	00:25:14.854	очень
words@ais2006f	00:25:14.854	00:25:15.154	быстро
words@ais2006f	00:25:15.154	00:25:15.502	идти
words@maz2006f	00:24:11.999	00:24:12.175	а
words@maz2006f	00:24:12.175	00:24:12.536	дорога
words@maz2006f	00:24:12.536	00:24:12.822	вообще
words@maz2006f	00:24:12.822	00:24:12.922	у
words@maz2006f	00:24:12.922	00:24:13.172	тебя
words@maz2006f	00:24:13.172	00:24:13.405	много
words@maz2006f	00:24:13.405	00:24:13.705	времени
words@maz2006f	00:24:13.705	00:24:14.275	занимает
words@maz2006f	00:24:15.002	00:24:15.152	в
words@maz2006f	00:24:15.152	00:24:15.520	универ
words@maz2006f	00:24:19.402	00:24:19.940	угу
